date_id,department_id,country_id,category_id,project_id_numeric,budget_eur,amount_eur
20230831,4,1,10,1,4230.77,3534.48
20230831,4,1,11,1,4406.7,4380.14
20230831,4,1,12,1,1206.79,987.3
20230930,1,1,1,1,3722.67,3369.59
20230930,1,1,2,1,4164.0,3477.89
20230930,1,1,3,1,1195.38,1252.37
20230930,2,1,4,1,4570.29,4208.08
20230930,2,1,5,1,1629.54,1594.85
20230930,2,1,6,1,1278.62,1283.49
20230930,3,1,7,1,4881.86,4483.32
20230930,3,1,8,1,1859.82,1864.86
20230930,3,1,9,1,1929.92,1969.14
20230930,4,1,10,1,2377.46,2441.17
20230930,4,1,11,1,4326.08,4678.14
20230930,4,1,12,1,3799.89,4001.78
20231031,1,1,1,1,2433.99,2327.65
20231031,1,1,2,1,2190.61,2184.84
20231031,1,1,3,1,2650.63,2246.32
20231031,2,1,4,1,2889.54,2313.75
20231031,2,1,5,1,2887.08,3140.94
20231031,2,1,6,1,2273.89,1821.69
20231031,3,1,7,1,1108.01,1169.05
20231031,3,1,8,1,2350.76,2086.36
20231031,3,1,9,1,3799.09,3943.62
20231031,4,1,10,1,3975.68,3386.8
20231031,4,1,11,1,2750.2,2780.38
20231031,4,1,12,1,1957.07,1703.48
20231130,1,1,1,1,4983.92,4595.55
20231130,1,1,2,1,4361.73,4474.02
20231130,1,1,3,1,3017.06,2964.53
20231130,2,1,4,1,1025.72,858.25
20231130,2,1,5,1,4468.81,4075.47
20231130,2,1,6,1,1928.21,1645.08
20231130,3,1,7,1,4141.92,3729.5
20231130,3,1,8,1,2675.96,2766.87
20231130,3,1,9,1,1581.42,1304.78
20231130,4,1,10,1,2707.17,2234.4
20231130,4,1,11,1,1891.06,2054.47
20231130,4,1,12,1,1286.77,1059.39
20231231,1,1,1,1,2377.05,2546.9
20231231,1,1,2,1,2397.22,2271.45
20231231,1,1,3,1,3387.53,3679.52
20231231,2,1,4,1,4036.87,4428.14
20231231,2,1,5,1,3737.99,4040.24
20231231,2,1,6,1,1829.52,1464.0
20231231,3,1,7,1,3049.82,2935.63
20231231,3,1,8,1,4772.97,3930.28
20231231,3,1,9,1,4825.49,4267.58
20231231,4,1,10,1,2812.82,2791.78
20231231,4,1,11,1,1776.9,1772.57
20231231,4,1,12,1,3907.64,3985.12
20240131,1,1,1,1,1546.26,1620.28
20240131,1,1,2,1,2193.78,1923.96
20240131,1,1,3,1,4122.17,3397.84
20240131,2,1,4,1,3883.34,3927.37
20240131,2,1,5,1,1344.35,1211.56
20240131,2,1,6,1,2137.51,1932.46
20240131,3,1,7,1,3905.12,3283.56
20240131,3,1,8,1,3743.51,3816.16
20240131,3,1,9,1,1137.34,1117.0
20240131,4,1,10,1,1870.6,1909.52
20240131,4,1,11,1,4478.3,4627.09
20240131,4,1,12,1,1484.82,1305.13
20240229,1,1,1,1,3469.25,3387.58
20240229,1,1,2,1,1827.23,1662.4
20240229,1,1,3,1,2945.4,2888.21
20240229,2,1,4,1,2859.7,2717.63
20240229,2,1,5,1,1604.43,1719.31
20240229,2,1,6,1,4918.77,4125.44
20240229,3,1,7,1,1158.99,1252.52
20240229,3,1,8,1,3783.84,3477.4
20240229,3,1,9,1,3478.99,2788.57
20240229,4,1,10,1,3177.46,3468.72
20240229,4,1,11,1,3669.87,3838.84
20240229,4,1,12,1,3680.51,3864.33
20240331,1,1,1,1,1564.7,1291.14
20240331,1,1,2,1,4872.46,4392.19
20240331,1,1,3,1,4570.75,4415.58
20240331,2,1,4,1,4685.63,3834.34
20240331,2,1,5,1,4768.09,3836.67
20240331,2,1,6,1,4217.63,4369.72
20240331,3,1,7,1,3413.38,3064.08
20240331,3,1,8,1,4769.83,4883.33
20240331,3,1,9,1,3227.62,2915.11
20240331,4,1,10,1,1592.9,1751.78
20240331,4,1,11,1,3017.92,2713.66
20240331,4,1,12,1,2718.43,2734.54
20240430,1,1,1,1,3932.71,3243.4
20240430,1,1,2,1,1859.58,1997.78
20240430,1,1,3,1,1638.57,1411.07
20240430,2,1,4,1,3898.46,3227.42
20240430,2,1,5,1,3285.98,2896.46
20240430,2,1,6,1,2834.01,3079.62
20240430,3,1,7,1,1247.77,1354.36
20240430,3,1,8,1,3977.77,4044.36
20240430,3,1,9,1,3393.55,3085.34
20240430,4,1,10,1,2507.3,2220.77
20240430,4,1,11,1,2581.42,2804.62
20240430,4,1,12,1,1219.86,1043.14
20240531,1,1,1,1,3107.94,3274.13
20240531,1,1,2,1,2154.43,1851.15
20240531,1,1,3,1,1418.36,1136.38
20240531,2,1,4,1,2097.89,2081.87
20240531,2,1,5,1,2927.34,2757.32
20240531,2,1,6,1,1492.94,1394.62
20240531,3,1,7,1,3701.86,3806.38
20240531,3,1,8,1,4987.59,4534.37
20240531,3,1,9,1,3163.61,3320.79
20240531,4,1,10,1,2017.01,2092.11
20240531,4,1,11,1,1660.25,1479.29
20240531,4,1,12,1,2084.09,2179.47
20240630,1,1,1,1,1888.66,1592.66
20240630,1,1,2,1,2577.48,2126.75
20240630,1,1,3,1,1256.07,1350.2
20240630,2,1,4,1,1423.07,1173.99
20240630,2,1,5,1,2739.8,2370.21
20240630,2,1,6,1,4386.11,3894.96
20240630,3,1,7,1,1201.4,982.49
20240630,3,1,8,1,1063.77,871.75
20240630,3,1,9,1,1859.92,1990.21
20240630,4,1,10,1,1564.95,1367.68
20240630,4,1,11,1,3197.55,3331.26
20240630,4,1,12,1,3286.14,3584.06
20240731,1,1,1,1,1951.35,2045.27
20240731,1,1,2,1,2956.06,2686.81
20240731,1,1,3,1,1879.13,2023.8
20240731,2,1,4,1,1882.64,1939.82
20240731,2,1,5,1,2861.25,2465.87
20240731,2,1,6,1,3148.28,3278.13
20240731,3,1,7,1,4046.04,3932.55
20240731,3,1,8,1,1153.96,1097.61
20240731,3,1,9,1,1476.51,1440.15
20240731,4,1,10,1,2565.83,2750.3
20240731,4,1,11,1,2123.09,1867.01
20240731,4,1,12,1,3795.01,3830.21
20240831,1,1,1,1,1253.66,1103.93
20240831,1,1,2,1,3297.73,3478.65
20240831,1,1,3,1,2014.08,1966.32
20240831,2,1,4,1,2919.73,2460.8
20240831,2,1,5,1,4309.32,4621.61
20240831,2,1,6,1,3755.12,4095.95
20240831,3,1,7,1,1124.64,936.78
20240831,3,1,8,1,1014.58,1084.7
20240831,3,1,9,1,3013.67,3065.49
20240831,4,1,10,1,3185.81,3147.69
20240831,4,1,11,1,4819.55,4327.38
20240831,4,1,12,1,2919.91,2749.82
20240930,1,1,1,1,1947.03,1979.28
20240930,1,1,2,1,4762.05,4850.71
20240930,1,1,3,1,3498.76,3720.52
20240930,2,1,4,1,3012.39,3089.76
20240930,2,1,5,1,3824.33,3262.18
20240930,2,1,6,1,1944.23,1847.79
20240930,3,1,7,1,3915.07,3877.96
20240930,3,1,8,1,4009.41,4058.76
20240930,3,1,9,1,3524.54,3505.02
20240930,4,1,10,1,3821.97,3486.19
20240930,4,1,11,1,2945.78,2760.96
20240930,4,1,12,1,3178.57,2896.45
20241031,1,1,1,1,1730.96,1662.78
20241031,1,1,2,1,2739.69,2507.15
20241031,1,1,3,1,1329.35,1280.37
20241031,2,1,4,1,2194.4,2348.15
20241031,2,1,5,1,1547.56,1248.91
20241031,2,1,6,1,4119.59,4288.72
20241031,3,1,7,1,4796.26,4488.53
20241031,3,1,8,1,2355.72,2465.19
20241031,3,1,9,1,1041.25,924.58
20241031,4,1,10,1,1351.36,1092.57
20241031,4,1,11,1,4922.74,4391.09
20241031,4,1,12,1,1419.57,1215.74
20241130,1,1,1,1,4685.8,5028.57
20241130,1,1,2,1,3748.27,3457.27
20241130,1,1,3,1,4338.28,3945.2
20241130,2,1,4,1,2492.67,2333.42
20241130,2,1,5,1,2518.18,2450.43
20241130,2,1,6,1,1430.14,1457.52
20241130,3,1,7,1,4675.99,4203.2
20241130,3,1,8,1,4209.98,4107.5
20241130,3,1,9,1,1753.72,1667.15
20241130,4,1,10,1,4330.51,3879.78
20241130,4,1,11,1,4645.75,4534.5
20241130,4,1,12,1,2933.21,2525.53
20241231,1,1,1,1,2219.66,2164.65
20241231,1,1,2,1,3628.28,3812.56
20241231,1,1,3,1,1198.13,1137.95
20241231,2,1,4,1,1159.35,973.17
20241231,2,1,5,1,3447.17,3624.59
20241231,2,1,6,1,3530.75,3307.06
20241231,3,1,7,1,3918.21,3986.86
20241231,3,1,8,1,4625.46,5012.91
20241231,3,1,9,1,1495.65,1324.06
20241231,4,1,10,1,4373.48,4377.82
20241231,4,1,11,1,3282.29,3010.19
20241231,4,1,12,1,2784.36,2563.69
20250131,1,1,1,1,2926.95,3200.48
20250131,1,1,2,1,2877.66,2952.91
20250131,1,1,3,1,1472.35,1500.33
20250131,2,1,4,1,4025.68,4393.65
20250131,2,1,5,1,3161.64,2699.58
20250131,2,1,6,1,4216.32,3946.06
20250131,3,1,7,1,3668.72,2943.41
20250131,3,1,8,1,3948.83,4092.75
20250131,3,1,9,1,2833.19,2289.72
20250131,4,1,10,1,1275.99,1204.79
20250131,4,1,11,1,3665.54,2994.67
20250131,4,1,12,1,1080.99,1135.51
20250228,1,1,1,1,1747.23,1504.41
20250228,1,1,2,1,3071.07,3192.89
20250228,1,1,3,1,1385.8,1346.01
20250228,2,1,4,1,1173.54,1079.98
20250228,2,1,5,1,4659.38,4017.77
20250228,2,1,6,1,3811.95,3564.14
20250228,3,1,7,1,3598.3,3256.26
20250228,3,1,8,1,3024.69,2704.38
20250228,3,1,9,1,1268.52,1206.0
20250228,4,1,10,1,1612.01,1458.2
20250228,4,1,11,1,1543.37,1394.46
20250228,4,1,12,1,3793.77,4158.29
20250331,1,1,1,1,2418.43,2459.15
20250331,1,1,2,1,2451.4,2499.12
20250331,1,1,3,1,2212.23,2340.88
20250331,2,1,4,1,3127.4,2773.34
20250331,2,1,5,1,1418.07,1522.78
20250331,2,1,6,1,3882.51,3302.1
20250331,3,1,7,1,1301.94,1057.75
20250331,3,1,8,1,2065.94,2083.72
20250331,3,1,9,1,2707.8,2927.63
20250331,4,1,10,1,2919.76,2503.39
20250331,4,1,11,1,2885.46,2399.05
20250331,4,1,12,1,2080.21,2031.85
20250430,1,1,1,1,4751.86,3906.24
20250430,1,1,2,1,4530.74,4683.13
20250430,1,1,3,1,1217.86,1291.54
20250430,2,1,4,1,3360.71,3224.03
20250430,2,1,5,1,3464.32,3389.04
20250430,2,1,6,1,1307.3,1258.42
20250430,3,1,7,1,1885.03,1561.38
20250430,3,1,8,1,4392.06,3953.43
20250430,3,1,9,1,2988.35,2480.67
20250430,4,1,10,1,4436.35,3880.37
20250430,4,1,11,1,3303.34,3295.02
20250430,4,1,12,1,2106.65,2165.8
20250531,1,1,1,1,1323.82,1341.7
20250531,1,1,2,1,2743.73,2510.29
20250531,1,1,3,1,3279.45,3583.32
20250531,2,1,4,1,1483.89,1557.56
20250531,2,1,5,1,2854.12,2847.36
20250531,2,1,6,1,4280.59,3992.75
20250531,3,1,7,1,4044.94,3692.86
20250531,3,1,8,1,1664.9,1671.05
20250531,3,1,9,1,3814.67,4014.34
20250531,4,1,10,1,3873.65,3487.67
20250531,4,1,11,1,4507.74,3714.39
20250531,4,1,12,1,4293.26,3699.57
20250630,1,1,1,1,3962.06,4045.63
20250630,1,1,2,1,3359.76,2888.67
20250630,1,1,3,1,3171.28,2832.64
20250630,2,1,4,1,2400.68,2485.11
20250630,2,1,5,1,1023.51,867.4
20250630,2,1,6,1,3156.58,3074.05
20250630,3,1,7,1,3702.18,3204.13
20250630,3,1,8,1,3995.47,3394.45
20250630,3,1,9,1,4177.98,4332.54
20250630,4,1,10,1,4347.66,4729.48
20250630,4,1,11,1,3073.73,2739.89
20250630,4,1,12,1,1926.51,1762.53
20250731,1,1,1,1,4677.26,
20250731,1,1,2,1,1351.82,
20250731,1,1,3,1,1863.17,
20250731,2,1,4,1,4836.03,
20250731,2,1,5,1,2815.81,
20250731,2,1,6,1,3800.86,
20250731,3,1,7,1,3052.72,
20250731,3,1,8,1,1296.67,
20250731,3,1,9,1,1985.9,
20250731,4,1,10,1,2416.96,
20250731,4,1,11,1,3900.68,
20250731,4,1,12,1,4900.63,
20250831,1,1,1,1,2077.79,
20250831,1,1,2,1,1687.04,
20250831,1,1,3,1,1603.55,
20250831,2,1,4,1,3406.89,
20250831,2,1,5,1,2057.68,
20250831,2,1,6,1,4191.41,
20250831,3,1,7,1,4278.47,
20250831,3,1,8,1,4184.85,
20250831,3,1,9,1,4329.21,
20250831,4,1,10,1,3047.87,
20250831,4,1,11,1,1047.99,
20250831,4,1,12,1,1539.36,
20250930,1,1,1,1,2990.91,
20250930,1,1,2,1,2989.49,
20250930,1,1,3,1,1296.42,
20250930,2,1,4,1,2288.72,
20250930,2,1,5,1,4777.97,
20250930,2,1,6,1,2606.07,
20250930,3,1,7,1,1279.62,
20250930,3,1,8,1,3753.55,
20250930,3,1,9,1,2446.96,
20250930,4,1,10,1,4004.08,
20250930,4,1,11,1,4644.11,
20250930,4,1,12,1,4989.34,
20251031,1,1,1,1,1187.08,
20251031,1,1,2,1,4467.99,
20251031,1,1,3,1,3391.78,
20251031,2,1,4,1,2724.05,
20251031,2,1,5,1,1405.0,
20251031,2,1,6,1,3212.93,
20251031,3,1,7,1,1236.58,
20251031,3,1,8,1,2093.08,
20251031,3,1,9,1,1503.07,
20251031,4,1,10,1,2798.59,
20251031,4,1,11,1,2312.08,
20251031,4,1,12,1,3755.46,
20251130,1,1,1,1,2168.35,
20251130,1,1,2,1,1725.57,
20251130,1,1,3,1,1825.55,
20251130,2,1,4,1,3399.75,
20251130,2,1,5,1,1553.0,
20251130,2,1,6,1,3810.85,
20251130,3,1,7,1,3301.52,
20251130,3,1,8,1,2493.38,
20251130,3,1,9,1,3602.86,
20251130,4,1,10,1,2988.17,
20251130,4,1,11,1,4896.61,
20251130,4,1,12,1,3269.24,
20251231,1,1,1,1,4616.88,
20251231,1,1,2,1,4097.37,
20251231,1,1,3,1,2041.08,
20251231,2,1,4,1,4212.37,
20251231,2,1,5,1,3290.12,
20251231,2,1,6,1,4627.65,
20251231,3,1,7,1,1077.81,
20251231,3,1,8,1,4213.21,
20251231,3,1,9,1,3453.44,
20251231,4,1,10,1,3686.6,
20251231,4,1,11,1,4353.77,
20251231,4,1,12,1,1414.56,
20230131,1,2,1,2,4046.14,3384.661373031
20230131,1,2,2,2,2020.66,1962.02894200488
20230131,1,2,3,2,3237.9,3390.96934416408
20230131,2,2,4,2,3282.13,3455.9584413687603
20230131,2,2,5,2,4840.12,4726.409819211241
20230131,2,2,6,2,4891.63,4275.974695099801
20230131,3,2,7,2,3983.15,4000.84318713684
20230131,3,2,8,2,4486.06,4213.9946300838
20230131,3,2,9,2,1207.42,1239.1714385787598
20230131,4,2,10,2,4529.14,3775.0458115696797
20230131,4,2,11,2,4149.77,4455.217044412199
20230131,4,2,12,2,2167.48,1937.7067648784398
20230228,1,2,1,2,2457.96,1995.41820283608
20230228,1,2,2,2,2141.46,1825.2129468744
20230228,1,2,3,2,1560.0,1501.57703964408
20230228,2,2,4,2,3982.51,3335.9770316394
20230228,2,2,5,2,4889.4,4507.660176843479
20230228,2,2,6,2,2496.53,2095.4660239135196
20230228,3,2,7,2,1333.09,1386.3940865611198
20230228,3,2,8,2,2825.09,2866.68797162148
20230228,3,2,9,2,2867.41,2381.4340464695997
20230228,4,2,10,2,2522.3,2328.51106837368
20230228,4,2,11,2,3717.97,3286.07308251684
20230228,4,2,12,2,4192.07,4289.31040586292
20230331,1,2,1,2,1448.3,1580.87153572584
20230331,1,2,2,2,1754.88,1726.26477211176
20230331,1,2,3,2,2241.3,1826.9923745474398
20230331,2,2,4,2,4883.86,4417.1792787048
20230331,2,2,5,2,4434.2,3931.9753374763195
20230331,2,2,6,2,1336.52,1136.9143280870398
20230331,3,2,7,2,1966.11,1938.2565880358402
20230331,3,2,8,2,3297.37,3482.94976000476
20230331,3,2,9,2,3716.36,3656.41396777212
20230331,4,2,10,2,4694.12,4609.32747703908
20230331,4,2,11,2,2128.22,2090.54760585096
20230331,4,2,12,2,4650.33,3767.86812016944
20230430,1,2,1,2,2729.13,2934.1062875034
20230430,1,2,2,2,1354.45,1288.90544236176
20230430,1,2,3,2,4198.83,3971.972472981
20230430,2,2,4,2,4637.84,4983.457143688081
20230430,2,2,5,2,4383.85,4502.691774857521
20230430,2,2,6,2,3950.38,4290.24010683816
20230430,3,2,7,2,1910.12,1872.03788631552
20230430,3,2,8,2,3156.45,3256.3826320172398
20230430,3,2,9,2,1294.62,1315.8767674284
20230430,4,2,10,2,4381.98,4000.18339934796
20230430,4,2,11,2,3583.07,3256.2126866776803
20230430,4,2,12,2,2712.08,2843.7453507808796
20230531,1,2,1,2,3945.96,4074.409525596959
20230531,1,2,2,2,2529.63,2438.53568056176
20230531,1,2,3,2,4152.72,3782.41344187884
20230531,2,2,4,2,1315.96,1103.45508976308
20230531,2,2,5,2,1457.64,1479.5841133480799
20230531,2,2,6,2,1456.19,1463.00944434864
20230531,3,2,7,2,2635.79,2601.8131647401997
20230531,3,2,8,2,1710.7,1840.7779406211598
20230531,3,2,9,2,3247.02,2796.6504981534
20230531,4,2,10,2,2792.4,2897.2281488188796
20230531,4,2,11,2,2386.03,2563.93534758768
20230531,4,2,12,2,1710.45,1462.69954402356
20230630,1,2,1,2,1192.0,1287.86577675504
20230630,1,2,2,2,1160.38,1046.15351997732
20230630,1,2,3,2,2764.69,2844.4751160625196
20230630,2,2,4,2,4124.99,4123.41376409832
20230630,2,2,5,2,4061.38,4085.90582797896
20230630,2,2,6,2,1098.19,879.2971868834401
20230630,3,2,7,2,2492.69,2333.83935460812
20230630,3,2,8,2,2359.96,1934.7777069672
20230630,3,2,9,2,1584.21,1685.44790026332
20230630,4,2,10,2,1724.47,1756.65499753896
20230630,4,2,11,2,1011.3,1034.13738479196
20230630,4,2,12,2,2978.69,2881.63316471808
20230731,1,2,1,2,4079.26,3353.1115205809197
20230731,1,2,2,2,1774.08,1916.26366173984
20230731,1,2,3,2,1015.24,993.6304132686
20230731,2,2,4,2,1225.7,1060.99874522712
20230731,2,2,5,2,4934.83,4425.84649102236
20230731,2,2,6,2,3164.18,3314.39397351528
20230731,3,2,7,2,2640.31,2819.38318651572
20230731,3,2,8,2,2274.8,2244.44810599956
20230731,3,2,9,2,4074.16,4048.3878950749204
20230731,4,2,10,2,1568.53,1648.6297422868802
20230731,4,2,11,2,4853.65,4203.13812192132
20230731,4,2,12,2,3026.8,2674.4897893638
20230831,1,2,1,2,1925.15,2093.3766959154
20230831,1,2,2,2,1942.4,1602.1346967401998
20230831,1,2,3,2,2408.39,2624.07600422256
20230831,2,2,4,2,1093.86,941.65712971728
20230831,2,2,5,2,3300.01,2928.76800448428
20230831,2,2,6,2,4403.88,3613.5277614949196
20230831,3,2,7,2,4996.83,4961.26428169848
20230831,3,2,8,2,4991.04,4788.6198102748795
20230831,3,2,9,2,1047.47,997.24924932276
20230831,4,2,10,2,1939.55,1785.2657952931197
20230831,4,2,11,2,4402.87,4328.407830746401
20230831,4,2,12,2,3028.36,2838.01719315924
20230930,1,2,1,2,3843.52,4145.6366164419605
20230930,1,2,2,2,1942.86,1875.3768123986401
20230930,1,2,3,2,1498.31,1373.3782729077598
20230930,2,2,4,2,3978.26,3380.4227363266805
20230930,2,2,5,2,2677.04,2695.2831014982003
20230930,2,2,6,2,4702.36,4619.8640880918
20230930,3,2,7,2,2501.6,2127.33577347336
20230930,3,2,8,2,4399.01,4353.129879260039
20230930,3,2,9,2,2228.92,2268.73029598728
20230930,4,2,10,2,2255.51,2418.06226553712
20230930,4,2,11,2,3678.15,3887.62960063584
20230930,4,2,12,2,2129.11,2212.57835643972
20231031,1,2,1,2,4624.03,3742.50627743628
20231031,1,2,2,2,3356.41,2924.42939993316
20231031,1,2,3,2,1464.1,1525.8592296317997
20231031,2,2,4,2,2341.34,2054.7591166965603
20231031,2,2,5,2,4436.6,4570.8798431598
20231031,2,2,6,2,4089.41,3706.2279458325597
20231031,3,2,7,2,1538.98,1270.1814646561197
20231031,3,2,8,2,4490.78,3647.4868390528795
20231031,3,2,9,2,3214.86,2679.3882138569998
20231031,4,2,10,2,2248.66,1972.4855787801598
20231031,4,2,11,2,4478.97,4668.8483330238
20231031,4,2,12,2,2264.48,2111.0410144449597
20231130,1,2,1,2,1593.2,1709.7500838204
20231130,1,2,2,2,2393.87,2356.03221659772
20231130,1,2,3,2,3696.09,3302.21788977504
20231130,2,2,4,2,3127.0,2547.0907654018797
20231130,2,2,5,2,2159.3,2277.6974118452395
20231130,2,2,6,2,1938.55,2032.36631901336
20231130,3,2,7,2,4319.88,4729.8087260024395
20231130,3,2,8,2,4263.27,4559.31356328504
20231130,3,2,9,2,2185.21,1889.8821469693198
20231130,4,2,10,2,2558.72,2339.10766013448
20231130,4,2,11,2,2354.92,2014.31212588128
20231130,4,2,12,2,1121.71,1156.3280839356
20231231,1,2,1,2,1115.45,1075.96393189308
20231231,1,2,2,2,1830.19,1795.79240956116
20231231,1,2,3,2,2098.19,2121.23773481856
20231231,2,2,4,2,2116.39,1838.2687476664796
20231231,2,2,5,2,3046.26,2550.76958216412
20231231,2,2,6,2,1463.1,1478.16456992352
20231231,3,2,7,2,4061.74,4227.71021866476
20231231,3,2,8,2,3860.47,3854.4102851442003
20231231,3,2,9,2,4083.72,3733.2792451766404
20231231,4,2,10,2,1535.47,1677.27053039508
20231231,4,2,11,2,3398.12,3419.8700486739594
20231231,4,2,12,2,3112.35,2960.15790837948
20240131,1,2,1,2,3335.54,3178.48768579068
20240131,1,2,2,2,4853.6,5305.023716489639
20240131,1,2,3,2,3391.68,3358.72971357108
20240131,2,2,4,2,1732.65,1824.9230401186799
20240131,2,2,5,2,3417.55,3087.51694520268
20240131,2,2,6,2,4226.86,4144.32703764888
20240131,3,2,7,2,4219.54,4628.90118144252
20240131,3,2,8,2,3938.87,4134.05034299784
20240131,3,2,9,2,4789.73,4189.59247867992
20240131,4,2,10,2,1839.46,1849.88501146464
20240131,4,2,11,2,2947.28,3181.08684980748
20240131,4,2,12,2,1121.28,1000.0383522484799
20240229,1,2,1,2,2985.29,2956.56906267936
20240229,1,2,2,2,3565.42,3363.9380383893595
20240229,1,2,3,2,4831.94,4996.22303772444
20240229,2,2,4,2,4203.73,3719.8935504901197
20240229,2,2,5,2,2998.36,2920.65061532412
20240229,2,2,6,2,3681.48,4005.60165664452
20240229,3,2,7,2,1108.02,1106.17421519604
20240229,3,2,8,2,4578.34,3803.4166864915196
20240229,3,2,9,2,2683.63,2619.62743503996
20240229,4,2,10,2,3293.01,3598.02274845624
20240229,4,2,11,2,1558.3,1526.5889949134398
20240229,4,2,12,2,1417.38,1423.10227990608
20240331,1,2,1,2,3885.23,3168.1310168622
20240331,1,2,2,2,3709.25,3820.021345845
20240331,1,2,3,2,2608.71,2258.9634373549197
20240331,2,2,4,2,1782.98,1455.3319137144
20240331,2,2,5,2,2458.21,2266.19111267856
20240331,2,2,6,2,2107.0,2152.7975840533195
20240331,3,2,7,2,3864.63,3125.08486203012
20240331,3,2,8,2,4729.76,4036.3217759661597
20240331,3,2,9,2,4715.35,4805.4044117526
20240331,4,2,10,2,4288.51,4689.45170624928
20240331,4,2,11,2,3473.91,3637.8699321907197
20240331,4,2,12,2,3862.13,4221.322273254241
20240430,1,2,1,2,3608.48,3059.39598989784
20240430,1,2,2,2,2223.04,1813.40674416732
20240430,1,2,3,2,3574.47,3574.7502337212
20240430,2,2,4,2,2245.24,1799.7211459403998
20240430,2,2,5,2,2197.65,1897.139812647
20240430,2,2,6,2,3396.15,3656.0540835236397
