id,year,month,department,category,budget_eur,version
251,2024,09,Supply,Warehousing,2981.44,v1
252,2024,09,Supply,Cold Chain,4146.51,v1
253,2024,10,HR,Salaries,2622.12,v1
254,2024,10,HR,Training,2700.47,v1
255,2024,10,HR,Recruitment,1136.68,v1
256,2024,10,Medical,Medications,3282.81,v1
257,2024,10,Medical,Medical Equipment,4516.16,v1
258,2024,10,Medical,Consultations,1934.77,v1
259,2024,10,Logistics,Fuel,4486.14,v1
260,2024,10,Logistics,Transport,3033.9,v1
261,2024,10,Logistics,Vehicle Maintenance,4967.07,v1
262,2024,10,Supply,Supplies,3695.6,v1
263,2024,10,Supply,Warehousing,4496.91,v1
264,2024,10,Supply,Cold Chain,1021.8,v1
265,2024,11,HR,Salaries,2218.08,v1
266,2024,11,HR,Training,1105.06,v1
267,2024,11,HR,Recruitment,1102.09,v1
268,2024,11,Medical,Medications,4004.84,v1
269,2024,11,Medical,Medical Equipment,2209.28,v1
270,2024,11,Medical,Consultations,4080.85,v1
271,2024,11,Logistics,Fuel,1391.15,v1
272,2024,11,Logistics,Transport,2469.13,v1
273,2024,11,Logistics,Vehicle Maintenance,4029.78,v1
274,2024,11,Supply,Supplies,3312.94,v1
275,2024,11,Supply,Warehousing,1131.69,v1
276,2024,11,Supply,Cold Chain,4775.26,v1
277,2024,12,HR,Salaries,4906.1,v1
278,2024,12,HR,Training,1094.89,v1
279,2024,12,HR,Recruitment,1282.87,v1
280,2024,12,Medical,Medications,4921.12,v1
281,2024,12,Medical,Medical Equipment,4164.44,v1
282,2024,12,Medical,Consultations,2422.51,v1
283,2024,12,Logistics,Fuel,3106.19,v1
284,2024,12,Logistics,Transport,3520.34,v1
285,2024,12,Logistics,Vehicle Maintenance,3073.77,v1
286,2024,12,Supply,Supplies,1529.48,v1
287,2024,12,Supply,Warehousing,2809.44,v1
288,2024,12,Supply,Cold Chain,2542.76,v1
289,2025,01,HR,Salaries,2138.27,v1
290,2025,01,HR,Training,2499.6,v1
291,2025,01,HR,Recruitment,4949.79,v1
292,2025,01,Medical,Medications,1016.67,v1
293,2025,01,Medical,Medical Equipment,4815.27,v1
294,2025,01,Medical,Consultations,4052.32,v1
295,2025,01,Logistics,Fuel,3166.45,v1
296,2025,01,Logistics,Transport,2087.05,v1
297,2025,01,Logistics,Vehicle Maintenance,2191.21,v1
298,2025,01,Supply,Supplies,3763.98,v1
299,2025,01,Supply,Warehousing,2768.62,v1
300,2025,01,Supply,Cold Chain,2380.25,v1
301,2025,02,HR,Salaries,3171.52,v1
302,2025,02,HR,Training,3356.43,v1
303,2025,02,HR,Recruitment,4540.65,v1
304,2025,02,Medical,Medications,4514.17,v1
305,2025,02,Medical,Medical Equipment,3041.32,v1
306,2025,02,Medical,Consultations,2725.43,v1
307,2025,02,Logistics,Fuel,4794.54,v1
308,2025,02,Logistics,Transport,4190.89,v1
309,2025,02,Logistics,Vehicle Maintenance,2614.1,v1
310,2025,02,Supply,Supplies,3043.5,v1
311,2025,02,Supply,Warehousing,3832.67,v1
312,2025,02,Supply,Cold Chain,2155.7,v1
313,2025,03,HR,Salaries,2075.35,v1
314,2025,03,HR,Training,2780.38,v1
315,2025,03,HR,Recruitment,3169.82,v1
316,2025,03,Medical,Medications,3931.11,v1
317,2025,03,Medical,Medical Equipment,4660.1,v1
318,2025,03,Medical,Consultations,3799.07,v1
319,2025,03,Logistics,Fuel,2460.73,v1
320,2025,03,Logistics,Transport,4332.28,v1
321,2025,03,Logistics,Vehicle Maintenance,3400.86,v1
322,2025,03,Supply,Supplies,4325.35,v1
323,2025,03,Supply,Warehousing,3874.12,v1
324,2025,03,Supply,Cold Chain,2550.14,v1
325,2025,04,HR,Salaries,3471.67,v1
326,2025,04,HR,Training,4315.2,v1
327,2025,04,HR,Recruitment,4409.0,v1
328,2025,04,Medical,Medications,2516.08,v1
329,2025,04,Medical,Medical Equipment,2098.85,v1
330,2025,04,Medical,Consultations,4808.02,v1
331,2025,04,Logistics,Fuel,2374.42,v1
332,2025,04,Logistics,Transport,2172.99,v1
333,2025,04,Logistics,Vehicle Maintenance,1615.41,v1
334,2025,04,Supply,Supplies,2383.5,v1
335,2025,04,Supply,Warehousing,1819.65,v1
336,2025,04,Supply,Cold Chain,1234.3,v1
337,2025,05,HR,Salaries,4423.3,v1
338,2025,05,HR,Training,1691.85,v1
339,2025,05,HR,Recruitment,2650.68,v1
340,2025,05,Medical,Medications,3737.64,v1
341,2025,05,Medical,Medical Equipment,3264.26,v1
342,2025,05,Medical,Consultations,1579.18,v1
343,2025,05,Logistics,Fuel,2419.1,v1
344,2025,05,Logistics,Transport,4751.17,v1
345,2025,05,Logistics,Vehicle Maintenance,3021.37,v1
346,2025,05,Supply,Supplies,4384.99,v1
347,2025,05,Supply,Warehousing,2334.36,v1
348,2025,05,Supply,Cold Chain,1602.33,v1
349,2025,06,HR,Salaries,4022.22,v1
350,2025,06,HR,Training,2293.72,v1
351,2025,06,HR,Recruitment,2921.9,v1
352,2025,06,Medical,Medications,3984.47,v1
353,2025,06,Medical,Medical Equipment,1478.32,v1
354,2025,06,Medical,Consultations,3607.83,v1
355,2025,06,Logistics,Fuel,3422.12,v1
356,2025,06,Logistics,Transport,2082.38,v1
357,2025,06,Logistics,Vehicle Maintenance,4270.33,v1
358,2025,06,Supply,Supplies,1465.61,v1
359,2025,06,Supply,Warehousing,1812.48,v1
360,2025,06,Supply,Cold Chain,4790.82,v1
361,2025,07,HR,Salaries,4802.74,v1
362,2025,07,HR,Training,1479.85,v1
363,2025,07,HR,Recruitment,3610.31,v1
364,2025,07,Medical,Medications,1582.52,v1
365,2025,07,Medical,Medical Equipment,4353.72,v1
366,2025,07,Medical,Consultations,2648.66,v1
367,2025,07,Logistics,Fuel,4741.59,v1
368,2025,07,Logistics,Transport,2698.51,v1
369,2025,07,Logistics,Vehicle Maintenance,3686.2,v1
370,2025,07,Supply,Supplies,4101.72,v1
371,2025,07,Supply,Warehousing,1435.66,v1
372,2025,07,Supply,Cold Chain,1448.99,v1
373,2025,08,HR,Salaries,2475.91,v1
374,2025,08,HR,Training,3066.09,v1
375,2025,08,HR,Recruitment,4031.01,v1
376,2025,08,Medical,Medications,3828.44,v1
377,2025,08,Medical,Medical Equipment,3991.49,v1
378,2025,08,Medical,Consultations,1382.31,v1
379,2025,08,Logistics,Fuel,1613.87,v1
380,2025,08,Logistics,Transport,1775.89,v1
381,2025,08,Logistics,Vehicle Maintenance,2413.2,v1
382,2025,08,Supply,Supplies,3192.76,v1
383,2025,08,Supply,Warehousing,2193.04,v1
384,2025,08,Supply,Cold Chain,1416.13,v1
385,2025,09,HR,Salaries,4422.92,v1
386,2025,09,HR,Training,3166.1,v1
387,2025,09,HR,Recruitment,1826.63,v1
388,2025,09,Medical,Medications,1462.5,v1
389,2025,09,Medical,Medical Equipment,2917.44,v1
390,2025,09,Medical,Consultations,2096.76,v1
391,2025,09,Logistics,Fuel,1767.14,v1
392,2025,09,Logistics,Transport,4872.29,v1
393,2025,09,Logistics,Vehicle Maintenance,1420.19,v1
394,2025,09,Supply,Supplies,2476.59,v1
395,2025,09,Supply,Warehousing,4681.66,v1
396,2025,09,Supply,Cold Chain,2435.56,v1
397,2025,10,HR,Salaries,4169.05,v1
398,2025,10,HR,Training,2518.68,v1
399,2025,10,HR,Recruitment,2954.94,v1
400,2025,10,Medical,Medications,4456.12,v1
401,2025,10,Medical,Medical Equipment,4128.95,v1
402,2025,10,Medical,Consultations,4211.94,v1
403,2025,10,Logistics,Fuel,4255.45,v1
404,2025,10,Logistics,Transport,4439.78,v1
405,2025,10,Logistics,Vehicle Maintenance,1661.96,v1
406,2025,10,Supply,Supplies,2601.82,v1
407,2025,10,Supply,Warehousing,1604.73,v1
408,2025,10,Supply,Cold Chain,2892.94,v1
409,2025,11,HR,Salaries,2700.56,v1
410,2025,11,HR,Training,3944.66,v1
411,2025,11,HR,Recruitment,2584.0,v1
412,2025,11,Medical,Medications,4035.78,v1
413,2025,11,Medical,Medical Equipment,3390.3,v1
414,2025,11,Medical,Consultations,4391.95,v1
415,2025,11,Logistics,Fuel,3185.22,v1
416,2025,11,Logistics,Transport,1127.64,v1
417,2025,11,Logistics,Vehicle Maintenance,4424.02,v1
418,2025,11,Supply,Supplies,1951.18,v1
419,2025,11,Supply,Warehousing,1845.25,v1
420,2025,11,Supply,Cold Chain,1616.3,v1
421,2025,12,HR,Salaries,1499.12,v1
422,2025,12,HR,Training,2968.71,v1
423,2025,12,HR,Recruitment,4569.54,v1
424,2025,12,Medical,Medications,2155.24,v1
425,2025,12,Medical,Medical Equipment,1764.98,v1
426,2025,12,Medical,Consultations,2498.82,v1
427,2025,12,Logistics,Fuel,1816.51,v1
428,2025,12,Logistics,Transport,4888.01,v1
429,2025,12,Logistics,Vehicle Maintenance,2258.45,v1
430,2025,12,Supply,Supplies,4774.8,v1
431,2025,12,Supply,Warehousing,1063.14,v1
432,2025,12,Supply,Cold Chain,2181.86,v1
